nombre,artista,album,url
Just My Type,Kyle Hume,Just My Type,https://open.spotify.com/track/40Jpi7uju2jLwJJGOZryTM
All You Wanted,"Will Ryte, Rap Remote",All You Wanted,https://open.spotify.com/track/72TuqfRYkj59AUoaATeuhB
Allegria,Gipsy Kings,Allegria,https://open.spotify.com/track/4TPAEAfhLcGvOK6iNzgOZm
All You Wanted,"Will Ryte, Rap Remote",The Show Must Go On,https://open.spotify.com/track/6h53CSyVHkStHZydio4SWN
Holding On,"Dabin, Lowell",Between Broken,https://open.spotify.com/track/1K1WKTmAGQZ1gYASU49Eel
I See You,"Dabin, NURKO, Skylar Grey",I See You,https://open.spotify.com/track/4qZKbdjSpya22ciSIz15GJ
Like 1999,Valley,Like 1999,https://open.spotify.com/track/0fWumcFAyiznjreNIXlfm6
I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb","At Night, Alone.",https://open.spotify.com/track/1MtUq6Wp1eQ8PC6BbPCj8P
Lonely (with benny blanco),"Justin Bieber, benny blanco",Justice,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
Mirage,Elina,Mirage,https://open.spotify.com/track/1emAqEEKHGpdFx6H2YJTiG
One,Ed Sheeran,x (Deluxe Edition),https://open.spotify.com/track/5TvFfDlVoUWZvfqrhTJzD7
Hope It Hurts,"Dabin, Essenger",Between Broken,https://open.spotify.com/track/60yP1i0NK4oNYpSA5n12SI
Something Different,"CLNGR, Matt Bloyd",Something Different,https://open.spotify.com/track/0lVw3Beiki0zbZIb1pEW3H
Nevada,"Vicetone, Cozi Zuehlsdorff",Nevada,https://open.spotify.com/track/4PSXhvKjyCfk82MuZdNYIE
Be With You,ALEJANDRO OTERO REIGADA,Be With You,https://open.spotify.com/track/7g7RyGFdsX4mhxFORJQ9PX
Amnesia,5 Seconds of Summer,5 Seconds Of Summer,https://open.spotify.com/track/1JCCdiru7fhstOIF4N7WJC
you'd never know,BLÜ EYES,you'd never know,https://open.spotify.com/track/1I2zZtHCrBkoTgfwxnNKZ9
I Lost Myself,Munn,I Lost Myself,https://open.spotify.com/track/2d41Jt4R1j5BhvtC9UsmGf
The Reminder,Chris James,The Weight of Nostalgia,https://open.spotify.com/track/3VduqK7YTkiOAbW1VQN1n1
Pull You Closer,GRAHAM,Pull You Closer,https://open.spotify.com/track/2rNUqaTQ8NDOxSzC17quGI
My Medicine,GRAHAM,My Medicine,https://open.spotify.com/track/1GGjyOibu25zR9D5KZknT0
"St. Louis, Missouri",Joshua Golden,"St Louis, Missouri",https://open.spotify.com/track/4IA7OeguGMFIC4wYxr4aSs
23,Kyle Hume,23,https://open.spotify.com/track/4KggCq77XywkbzLqi2FxKz
less of you,keshi,bandaids,https://open.spotify.com/track/3IqcBL5yjJK3ri0TGaL3MC
HOV - Remix,"Connor Price, Nic D, GRAHAM",HOV (Remix),https://open.spotify.com/track/35kDv86L9VuUoj29YTHmE6
Flashbacks,Zach Hood,Flashbacks,https://open.spotify.com/track/4SeZpWSgq1c8a0MY3iVy1f
never knew a heart could break itself,Zach Hood,never knew a heart could break itself,https://open.spotify.com/track/4d2ZJ9W7dkQuITwUCTuD5n
Flowers,Lauren Spencer Smith,Mirror,https://open.spotify.com/track/2eykhwXDu6k3DqvY0LBInw
stars for company,Lio Kalebic,stars for company,https://open.spotify.com/track/7mrzvlqHq82SS8bSGMRFBq
neon skies,Zach Hood,neon skies,https://open.spotify.com/track/7knSngLX3gWTH8ch4Y5aGr
Searching for love,BENJAMINRICH,Searching for love,https://open.spotify.com/track/59w9QCh0QIEpZt65DxTSh1
trees talk,gavn!,trees talk,https://open.spotify.com/track/6IGuqCOKQseTMHjALbFS16
this is what falling in love feels like,JVKE,this is what ____ feels like (Vol. 1-4),https://open.spotify.com/track/2PWTZV5znjLtZC5T1EVJvL
Strangers,Jake Cornell,Strangers,https://open.spotify.com/track/1WDlkgCbHwT9VJLetO6ugR
Cigarette,Shaya Zamora,Eulogize,https://open.spotify.com/track/2ddFi6kHdtkFtO5Z8gNILu
Nights Like This,Sawyer Utah,Nights Like This,https://open.spotify.com/track/5eXCKXccELA5nLXZkWQupf
Wrong,GRAHAM,Wrong,https://open.spotify.com/track/5y8U5E5ertyVFqDekecY1C
The Woman I Am,Gigi Moss,The Woman I Am,https://open.spotify.com/track/7Br8tzjKirl5Dha4IWh5Bj
trouble,Camylio,in the light and shadows,https://open.spotify.com/track/0UmVrFVPXZH0guREViheZS
Cheap Cologne,GRAHAM,Cheap Cologne,https://open.spotify.com/track/0PzXxnu66VToRJdJtZOYmo
Closure,Hayd,Changes - EP,https://open.spotify.com/track/3pt2acuxLXvIGproniPoq9
Unlearn You,Keenan Te,Unlearn You,https://open.spotify.com/track/1hH4syeWdhmTv9dAVxUIqp
MIDDLE OF THE NIGHT,Elley Duhé,MIDDLE OF THE NIGHT,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
second again,siopaolo,second again,https://open.spotify.com/track/6u0Jd6rKIClB00FCrA78mW
melodies and memories,siopaolo,melodies and memories,https://open.spotify.com/track/4vfJuYttsB1vpFidIdx1p9
heartbeat,"siopaolo, Lydia Ganada",heartbeat,https://open.spotify.com/track/0rXY87QUdNCbvW5ocac1Bo
the space between us,siopaolo,the space between us,https://open.spotify.com/track/4s0m05iPPuTeFlJxAQivGy
better for you,siopaolo,better for you,https://open.spotify.com/track/2fxoRz7eUFbo5RoHSvXqQh
Ctrl Alt Delete,AMAG,Ctrl Alt Delete,https://open.spotify.com/track/5Db4C6yQoxxel1BhDTfGWL
Dandelions,Ruth B.,Safe Haven,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
Cruise Control,"Lyn Lapid, Whethan",Cruise Control,https://open.spotify.com/track/61svLjB9BCjdtkUtqbDSXp
golden hour,JVKE,this is what falling in love feels like (554Hz),https://open.spotify.com/track/4yNk9iz9WVJikRFle3XEvn
Shadow,AMAG,Shadow,https://open.spotify.com/track/1aPlEVh0l7KOTG5UWeE5kj
Song Of Storms,Adam Dodson,Song Of Storms,https://open.spotify.com/track/5AQCmK7q9HenTCF0STkb2w
skeletons,keshi,skeletons,https://open.spotify.com/track/2BuJrxYKhYky20dQqTlobO
Lucky Me,Jake Miller,Songs For My Fiancée,https://open.spotify.com/track/2H0Jn2ccQnumVwMyFrGWqF
Let Her Go,Passenger,All The Little Lights,https://open.spotify.com/track/1KxwZYyzWNyZSRyErj2ojT
I Don't Think We Landed on the Moon,Kyle Hume,I Don't Think We Landed on the Moon,https://open.spotify.com/track/07OcjnyikzUHgtzCG3mGXN
late nights and lonely,Suriel Hess,late nights and lonely,https://open.spotify.com/track/2D1TTiw2pRycUrGamzloUS
comethru,Jeremy Zucker,"summer,",https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
Photograph,Ed Sheeran,x (Deluxe Edition),https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL
i can't text you - demo,Kyle Hume,Sad Song Demos,https://open.spotify.com/track/2f87YJDC7TrLQCBmnNqvFI
Love Yourself,Justin Bieber,Purpose (Deluxe),https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
Over My Head,Eli Wilson,Over My Head,https://open.spotify.com/track/7u49mBpgPYp3xgo3S088qb
As You Fade Away,NEFFEX,As You Fade Away,https://open.spotify.com/track/6rWblGW0pBcB3uygxBuWZV
The New Me,Thomas Day,The New Me,https://open.spotify.com/track/0E8Torj5fhTNBghR1LlPNg
Better When I'm Hurting,H3x,Better When I'm Hurting,https://open.spotify.com/track/1lUqdV0Ve0lVvvN9PiYzMA
Don't Let Me Down (feat. JVKE),"Surfaces, JVKE",Don't Let Me Down (feat. JVKE),https://open.spotify.com/track/046QZ0ociluzd0yjpY1tY4
Dead on Arrival,Kyle Hume,Dead on Arrival,https://open.spotify.com/track/7HFtKNaYQ5ggZ07shL6hN0
See You Later,GRAHAM,See You Later,https://open.spotify.com/track/4FZBrifL01KBDmULrwXHjj
Forever and Ever and Always,Ryan Mack,Forever and Ever and Always,https://open.spotify.com/track/5keXeMrCGBYXpJYQ0FFqjK
Follow You Anywhere - sped up,fawlin,Follow You Anywhere (sped up + slowed),https://open.spotify.com/track/3a2sDrGIxkAIaMNhWG0SBH
traitor,Olivia Rodrigo,SOUR,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
HOV,GRAHAM,HOV,https://open.spotify.com/track/5I1cUFS6mr5y66VowrqS1l
I Always Fall,"Eli Wilson, Promoting Sounds",I Always Fall,https://open.spotify.com/track/5C2lFN2D09WUp5URTPoEyY
Unstable (feat. The Kid LAROI),"Justin Bieber, The Kid LAROI",Justice,https://open.spotify.com/track/137mSruegm1u6x9NvwiagR
Eyes On You,Nicky Youre,Good Times Go,https://open.spotify.com/track/6xpAcenBpNYOyljTMLvzVi
Hello My Name Is,Kyle Hume,Hello My Name Is,https://open.spotify.com/track/3ekyM2RKssRCbqVhrVt2R0
It Is What It Is,Jamie Miller,Broken Memories,https://open.spotify.com/track/2kHcMUgIqU3t87wjoGhrd6
Bonnie & Clyde,Thomas Day,Bonnie & Clyde,https://open.spotify.com/track/63emVEO5p1O0whV2Kdkcfv
Moon,Jonah Kagen,Moon,https://open.spotify.com/track/1XpAZlfENlrHalIvuhAp9R
30 Days,H3x,Some of My Insecurities,https://open.spotify.com/track/2IKEjgsUkCzUmo644c3fln
Scars,Keenan Te,Scars,https://open.spotify.com/track/5SjfjoYaRJ5jycgqwV0ow0
Looks Like Me,Dean Lewis,The Hardest Love,https://open.spotify.com/track/1CcCntDuVJpjqkJhYGhuMw
Carry You Home,Alex Warren,"You'll Be Alright, Kid (Chapter 1)",https://open.spotify.com/track/5o0osRx8kYJTOqlOSggr9Z
Those Eyes,New West,Based On A True Story...,https://open.spotify.com/track/2psRActEWsTlYYd7EDoyVR
another soul,MICO,the tears we fight EP,https://open.spotify.com/track/0Yos7Ql3MvIXE56swDiInZ
Talk to You,Carter Ryan,Talk to You,https://open.spotify.com/track/6nBeIPYpvl8XYnLarrpFqb
if you only knew,Alexander Stewart,bleeding heart,https://open.spotify.com/track/3xbvoHRRmgl2VJJ6vo5F4y
i wish you cheated,Alexander Stewart,bleeding heart,https://open.spotify.com/track/6yCcEYC4iWqMGqOsmQV99o
blame's on me,Alexander Stewart,bleeding heart,https://open.spotify.com/track/6L1kMQmgnMDtjlPKie9MQh
better off without me,Matt Hansen,better off without me,https://open.spotify.com/track/1Ip5p31SowqjJLo2ss1afJ
Wrong Way,"Two Friends, Alexander Stewart",Wrong Way,https://open.spotify.com/track/0FXcLWA1NO6MxAe9yiK3oo
Rebel,Eli Wilson,Rebel,https://open.spotify.com/track/26YAjL0xmzNEoYaIC8Rhte
Indecisive,Jake Cornell,Indecisive,https://open.spotify.com/track/1eZTOFYxCNeOv5699bL6GE
Change Your Mind,Knox,Change Your Mind,https://open.spotify.com/track/7rOk84mV0kJ0H9wsBDDDUY
Go,ISHAN,Go,https://open.spotify.com/track/1Yef1lbRAFW7KU7esJwAoO
Suffocating,Kyle Hume,Suffocating,https://open.spotify.com/track/0JG57CeSeSwDvfD4VFL9gy
Drunk Texts,Kode,Drunk Texts,https://open.spotify.com/track/4EbkZDvPwVSM22b9udLZfq
Mad It's My Fault,GRAHAM,Mad It's My Fault,https://open.spotify.com/track/3MTCUbfONUfmAbuUSPMvBf
something to remember,Matt Hansen,something to remember,https://open.spotify.com/track/6eI8B3QW20P68MCYMb4Etd
My Mouth (la la la),ISHAN,My Mouth (la la la),https://open.spotify.com/track/4R2iugSvo2MPis3aUI4gL1
That's What I Get,charlieonnafriday,WILD CHILD,https://open.spotify.com/track/0koOtMGSYQSbaUpSCoL9Kh
Sky is the Limit,Mark Ambor,Hello World,https://open.spotify.com/track/1HEL4WpJrCcfjwJMCTKesn
alive (it's a lie) - demo,Kyle Hume,alive (it's a lie) [demo],https://open.spotify.com/track/2HER9vwImxFnejMGTEnqK5
MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name),https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb
